Year,Composer,Lyricist,Song,Lyrics
1994,عمرو طنطاوي,عادل عمر,ويلوموني,"ويلوموني ما يلوموني
قلبي راح للي هواه
ويلوموني ما يلوموني
قلبي راح للي هواه


إعشق يا قلبي إحلم يا قلبي
خلي بكرة كله حب ودوب معاه
إعشق يا قلبي إحلم يا قلبي
وإمشي مشوار المحبة لمنتهاه


ويلوموني ما يلوموني
قلبي راح للي هواه


قالوا ياما قالوا كتير علينا
خدنا إيه غير بس دموع عنينا
ده الهوى والشوق بكرة يداوينا
واللقا هيغني وينادينا
قالوا
قالوا ياما قالوا كتير علينا
خدنا إيه غير بس دموع عنينا
ده الهوى والشوق بكرة يداوينا
واللقا هيغني وينادينا


ويلوموني ما يلوموني
قلبي راح للي هواه
ويلوموني ما يلوموني
قلبي راح للي هواه


داري يا قمرنا لا يشوفونا
اللي غاروا منا وحيرونا
واللي بعيونهم بيجرّحونا
واللي عمرهم ما هيبعدونا
داري
داري يا قمرنا لا يشوفونا
اللي غاروا منا وحيرونا
واللي بعيونهم بيجرّحونا
واللي عمرهم ما هيبعدونا


ويلوموني ما يلوموني
قلبي راح للي هواه
ويلوموني ما يلوموني
قلبي راح للي هواه


ويلوموني ما يلوموني
قلبي راح للي هواه
ويلوموني ما يلوموني
قلبي راح للي هواه
ويلوموني ما يلوموني
قلبي راح للي هواه
ويلوموني ما يلوموني
قلبي راح للي هواه
ويلوموني ما يلوموني
قلبي راح للي هواه"
1994,عمرو دياب,مجدى النجار,عنواني,"أنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
ماهو مش ممكن هبقى لوحدي
متعودتش أعيش وحداني
وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
ماهو مش ممكن هبقى لوحدي
متعودتش أعيش وحداني


من غير قلب من غير حب
صعب الدنيا فى يوم تتحب
من غير قلب من غير حب
صعب الدنيا فى يوم تتحب
وأصعب منها إن إنتي تلاقي حد يكون له نفس حناني


وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني


أنا ضيعت سنين فى حياتي
بين أحلامي وبين حكاياتي
لكن بعد الشوق ما إرتاح
مش هيكون في القلب جراح
في القلب جراح
وأنا ضيعت سنين فى حياتي
بين أحلامي وبين حكاياتي
لكن بعد الشوق ما إرتاح
مش هيكون في القلب جراح
في القلب جراح

من غير قلب من غير حب
صعب الدنيا فى يوم تتحب
من غير قلب من غير حب
صعب الدنيا فى يوم تتحب
وأصعب منها إن إنتي تلاقي حد يكون له نفس حناني


وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني

أنا مش ممكن أعيش في إمبارح
بعد ما حبك بقى شيء واضح
وإزاى هرجع تاني وحيد
وأنا دلوقتي بحب جديد
بحب جديد
أنا مش ممكن أعيش في إمبارح
بعد ما حبك بقى شيء واضح
وإزاى هرجع تاني وحيد
وأنا دلوقتي بحب جديد
بحب جديد

من غير قلب من غير حب
صعب الدنيا فى يوم تتحب
من غير قلب من غير حب
صعب الدنيا فى يوم تتحب
وأصعب منها إن إنتي تلاقي حد يكون له نفس حناني


وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
أنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
أنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
أنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تاني
وأنا غيرت خلاص عنواني
وقدرت أرجع وأعشق تان"
1994,رياض الهمشري,مدحت العدل,حواليك,"عن حبك مش هتوب عن قلبك مش هتوب


حواليك قلوب وقلوب بتميل عليك وتدوب
حواليك قلوب وقلوب بتميل عليك وتدوب
لكن ياروحي أنا
روحي أنا
حبي عليك مكتوب
حواليك قلوب وقلوب بتميل عليك وتدوب
لكن ياروحي أنا
روحي أنا
حبي عليك مكتوب


حبيبى يا كل عمري يا برىء زي الملاك
لهواك سلمت أمري ولعمري الجاي معاك
حبيبى يا كل عمري يا برىء زي الملاك
لهواك سلمت أمري ولعمري الجاي معاك


عن حبك مش هتوب عن قلبك مش هتوب
عن حبك مش هتوب عن قلبك مش هتوب
عن حبك مش هتوب عن قلبك مش هتوب
عن حبك مش هتوب عن قلبك مش هتوب

حواليك قلوب وقلوب بتميل عليك وتدوب
حواليك قلوب وقلوب بتميل عليك وتدوب
لكن ياروحي أنا
روحي أنا
حبي عليك مكتوب

أتوب إزاي وليه ليه وماليش إلا هواك
ليلك وسهرت فيه وعرفت الشوق معاك
أنا أتوب إزاي وليه ليه وماليش إلا هواك
ليلك وسهرت فيه وعرفت الشوق معاك

عن حبك مش هتوب عن قلبك مش هتوب
عن حبك مش هتوب عن قلبك مش هتوب
عن حبك مش هتوب عن قلبك مش هتوب
عن حبك مش هتوب عن قلبك مش هتوب

حواليك قلوب وقلوب بتميل عليك وتدوب
حواليك قلوب وقلوب بتميل عليك وتدوب
لكن ياروحي أنا
روحي أنا
حبي عليك مكتوب
حواليك قلوب وقلوب بتميل عليك وتدوب
لكن ياروحي أنا
روحي أنا
حبي عليك مكتوب"
1994,عمرو دياب,مجدى النجار,ملهاش حل,"ملهاش حل تاني
ملهاش حل تاني
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني
ملهاش حل تاني
ملهاش حل تاني
يا لالا يا لالالالا
يا لالا يا لالالالا
لالا لالا لالا لالا
يا لالا يا لالالالا


يا حبيبى طول ما إنت بعيد
أنا عايش في الدنيا وحيد
يا حبيبى طول ما إنت بعيد
أنا عايش في الدنيا وحيد
مليت الإحساس بالألم
والقلب اللي كتير إنظلم
مليت الإحساس بالألم
والقلب اللي كتير إنظلم


وفي كل الأيام مش عارف يا حبيبي إلا التنهيد
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني


ملهاش حل تاني
ملهاش حل تاني
يا لالا يا لالالالا
يا لالا يا لالالالا
لالا لالا لالا لالا
يا لالا يا لالالالا


في بعادك أنا عشت سنين
من عمري وأنا قلبي حزين
في بعادك أنا عشت سنين
من عمري وأنا قلبي حزين
مليت الأحزان كلها
وحياتي اللي زمان عشتها
مليت الأحزان كلها
وحياتي اللي زمان عشتها


وفي كل الأيام مش عارف يا حبيبي إلا التنهيد
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني


ملهاش حل تاني
ملهاش حل تاني
يا لالا يا لالالالا
يا لالا يا لالالالا
لالا لالا لالا لالا
يا لالا يا لالالالا


من غيرك ياما شفت كتير
وأنا بجري ورا وهم كبير
من غيرك ياما شفت كتير
وأنا بجري ورا وهم كبير
وأنا راضي بمشيئة القدر
والعمر اللي راح وإنهدر
أنا راضي بمشيئة القدر
والعمر اللي راح وإنهدر


وفي كل الأيام مش عارف يا حبيبي إلا التنهيد
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني


ملهاش حل تاني
ملهاش حل تاني
ملهاش حل تاني
ملهاش حل تاني
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني
يا نعيش الحياة أنا وإنت
يا وقفت في مكاني
ملهاش حل تاني"
1994,خليل مصطفي,مدحت العدل,احلف بالليالي,"أحلف بالليالي وعيونك يا غالي
أحلف بالليالي وعيونك يا غالي
ما أعرف إيه جرالي وإيه حكايتي معاك
وأحلف بالليالي وعيونك يا غالي
ما أعرف إيه جرالي وإيه حكايتي معاك


هي كلمة وأحلى كلمة
لقيتني بهوى يا حبيبى هواك
هي ضحكة وأحلى ضحكة
مشيت في سكة من الأماني معاك
هي كلمة وأحلى كلمة
لقيتني بهوى يا حبيبى هواك
هي ضحكة وأحلى ضحكة
مشيت في سكة من الأماني معاك


وأحلف بالليالي وعيونك يا غالي
ما أعرف إيه جرالي وإيه حكايتي معاك


كان مالي ومال الشوق تاني
الشوق تاني
ما نسيته وقرب ينساني
ينساني
كان مالي ومال الشوق تاني
الشوق تاني
ما نسيته وقرب ينساني
ينساني
بكلمة حب لقيتني بحب
بكلمة حب لقيتني بحب
وعرفت الشوق في عينيك تاني

وأحلف بالليالي وعيونك يا غالي
أحلف بالليالي وعيونك يا غالي
ما أعرف إيه جرالي وإيه حكايتي معاك

إحساسي بيك وإنت معايا
وإنت معايا
عايزله ولا ألف حكاية
ألف حكاية
إحساسي بيك وإنت معايا
وإنت معايا
عايزله ولا ألف حكاية
ألف حكاية
ده شيء يتحس ما بينا وبس
ده شيء يتحس ما بينا وبس
من كلمة أو من ضحكاية

وأحلف بالليالي وعيونك يا غالي
أحلف بالليالي وعيونك يا غالي
ما أعرف إيه جرالي وإيه حكايتي معاك

هي كلمة وأحلى كلمة
لقيتني بهوى يا حبيبى هواك
هي ضحكة وأحلى ضحكة
مشيت في سكة من الأماني معاك

وأحلف بالليالي وعيونك يا غالي
أحلف بالليالي وعيونك يا غالي
ما أعرف إيه جرالي وإيه حكايتي معاك"
1994,حسن دنيا,مصطفي كامل,ما تفكرنيش,"ما تفكرنيش بالعمر اللي أنا ضيعته معاك
ما تفكرنيش بعذابي وحيرتي زمان وياك
ما تفكرنيش بالعمر اللي أنا ضيعته معاك
ما تفكرنيش بعذابي وحيرتي زمان وياك


إنساني خلاص
(خلاص)
دا أنا قلبي خلاص خلاص
إنساني خلاص
(خلاص)
دا أنا قلبي خلاص خلاص
مابقاش مشتاق لليالي هواك


ما تفكرنيش بالعمر اللي أنا ضيعته معاك
ما تفكرنيش بعذابي وحيرتي زمان وياك
إنساني خلاص
(خلاص)
دا أنا قلبي خلاص خلاص
ما بقاش مشتاق لليالي هواك


ما تفكرنيش بحاجات فاتت وقلوب دابت
وآهات وآلام وجراح وفراق
ما تفكرنيش بسنين عدت وسنين مرت
وسنين حرمان مافيهاش أشواق
ما تفكرنيش بحاجات فاتت وقلوب دابت
وآهات وآلام وجراح وفراق
ما تفكرنيش بسنين عدت وسنين مرت
وسنين حرمان مافيهاش أشواق


إنساني خلاص
(خلاص)
دا أنا قلبى خلاص خلاص
إنساني خلاص
(خلاص)
دا أنا قلبي خلاص خلاص
ما بقاش مشتاق لليالي هواك


ما تفكرنيش بالعمر اللي أنا ضيعته معاك
ما تفكرنيش بعذابي وحيرتي زمان وياك


ما تفكرنيش باللي أنا شفته واللي أنا عشته
كان فاكر قلبي إن إنت ملاك
ما تفكرنيش بكلام قولته وأنا صدقته
بكلام في الهوا مش من جواك
ما تفكرنيش باللي أنا شفته واللى أنا عشته
كان فاكر قلبي إن إنت ملاك
ما تفكرنيش بكلام قولته وأنا صدقته
بكلام في الهوا مش من جواك


إنساني خلاص
(خلاص)
دا أنا قلبى خلاص خلاص
إنساني خلاص
(خلاص)
دا أنا قلبي خلاص خلاص
مابقاش مشتاق لليالي هواك

ما تفكرنيش بالعمر اللي أنا ضيعته معاك
ما تفكرنيش بعذابي وحيرتي زمان وياك
ما تفكرنيش بالعمر اللي أنا ضيعته معاك
ما تفكرنيش بعذابي وحيرتي زمان وياك
إنساني خلاص
(خلاص)
دا أنا قلبي خلاص خلاص
ما بقاش مشتاق لليالي هواك"
1994,عمرو طنطاوي,عادل عمر,العيون,"العيون لو تخون يبقى كل شىء يهون
العيون لو تخون يبقى كل شىء يهون


ياما ياما صدقنا كلام
وإتأكدنا مع الأيام
ياما ياما صدقنا كلام
وإتأكدنا مع الأيام


العيون لو تخون يبقى كل شىء يهون


في عيوني رسمتك طريقي وحياتي
آآآآآآه
أتاري إبتسامتك بداية آهاتي
آآآآآآه
في عيوني رسمتك طريقي وحياتي
آآآآآآه
أتاري إبتسامتك بداية آهاتي
آآآآآآآآآآآآآآآآآآه


العيون لو تخون يبقى كل شىء يهون
العيون لو تخون يبقى كل شىء يهون


ده مهما إنجرحنا بتدبل جروحنا
آآآآآآه
ولو مرة خنا بنجرح في روحنا
آآآآآآه
ده مهما إنجرحنا بتدبل جروحنا
آآآآآآه
ولو مرة خنا بنجرح في روحنا
آآآآآآآآآآآآآآآآآآه


العيون لو تخون يبقى كل شىء يهون
العيون لو تخون يبقى كل شىء يهون




العيون لو تخون يبقى كل شىء يهون
العيون لو تخون يبقى كل شىء يهون"
1994,رياض الهمشري,مدحت العدل,ولا الليالي تهون,"ولا الليالي تهون ولا اللي بينا يهون
ولا عمري قلبي العاشق يقدر في مرة يخون
ولا الليالي تهون ولا اللي بينا يهون
ولا عمري قلبي العاشق يقدر في مرة يخون


دخلتي قلبي ومن يومها ماعادش يحلم غير بيكي
دنيا بترميلي همومها تدوب في لحظة ما ألاقيكي
دخلتي قلبي ومن يومها ماعادش يحلم غير بيكي
دنيا بترميلي همومها تدوب في لحظة ما ألاقيكي


وأدى الحياة بتفرقنا بتفرقنا لكن بنرجع تاني نقول
وأدى الحياة بتفرقنا بتفرقنا لكن بنرجع تاني نقول


ولا الليالي تهون ولا اللي بينا يهون
ولا عمري قلبي العاشق يقدر في مرة يخون


وحياة عينيكي وضحكتها ما أغنى أبداً غير ليكي
ده إنتي الأماني وفرحتها وبكرة ساكن في عينيكي
وحياة عينيكي وضحكتها ما أغنى أبداً غير ليكي
ده إنتي الأماني وفرحتها وبكرة ساكن في عينيكي

وأدى الحياة بتفرقنا بتفرقنا لكن بنرجع تاني نقول
وأدى الحياة بتفرقنا بتفرقنا لكن بنرجع تاني نقول

ولا الليالي تهون ولا اللي بينا يهون
ولا عمري قلبي العاشق يقدر في مرة يخون
ولا الليالي تهون ولا اللي بينا يهون
ولا عمري قلبي العاشق يقدر في مرة يخون"
1990,عمرو دياب,مجدى النجار,متخافيش,"متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
من غير عينيكي عينيكي
مش هعيش مع حب تاني تاني تاني تاني


دا قدري ومكتوبي إنتي
وعشقي ومحبوبي إنتي
دا قدرى ومكتوبى إنتي
وعشقي ومحبوبي إنتي


متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني تاني
متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني تاني


متخافيش من أي فُرقة
بعد أي فراق لقانا
مهما أروح يا روحي عاشقة
البعاد هيزيد هوانا
متخافيش من أى فُرقة
بعد أي فراق لقانا
مهما أروح يا روحي عاشقة
البعاد هيزيد هوانا

دا قدري ومكتوبي إنتي
وعشقي ومحبوبي إنتي
دا قدرى ومكتوبى إنتي
وعشقي ومحبوبي إنتي


متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني تاني
متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني تاني


مهما أشوف في الكون ملايكة
مش هكون غير بس ليكي
مستحيل أنا أتوه في سكة
فيها في الآخر عينيكي
مهما أشوف في الكون ملايكة
مش هكون غير بس ليكي
مستحيل أنا أتوه في سكة
فيها في الآخر عينيكي



دا قدري ومكتوبي إنتي
وعشقي ومحبوبي إنتي
دا قدرى ومكتوبى إنتي
وعشقي ومحبوبي إنتي


متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني
متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني تاني


دا قدري ومكتوبي إنتي
وعشقي ومحبوبي إنتي
دا قدرى ومكتوبى إنتي
وعشقي ومحبوبي إنتي


متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني تاني
متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
مش هعيش مع حب تاني تاني
متخافيش أنا مش ناسيكي
متخافيش لو مين نداني
مش هعيش من غير عينيكي
من غير عينيكي عينيكي
مش هعيش مع حب تاني تاني تاني تاني"
1990,عمرو دياب,مدحت العدل,زي الزمان,"زي الزمان مالكيش أمان وفي ثانية بتبيعي اللي كان
زي الزمان مالكيش أمان وفي ثانية بتبيعي اللي كان
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
زي الزمان مالكيش أمان وفي ثانية بتبيعي اللي كان


أنا قبل حبك كان قلبي ملاك برئ كله أماني
عرفت قلبك علمني ما أبقاش برئ أبداً تاني
أنا قبل حبك كان قلبي ملاك برئ كله أماني
عرفت قلبك علمني ما أبقاش برئ أبداً تاني


لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
زي الزمان مالكيش أمان وفي ثانية بتبيعي اللي كان


وإياكي تفتكري إن إنتي ضحكتي على قلبي الولهان
ضحكتي على قلبك إنتي وبعتي حبك للنسيان
وإياكي تفتكري إن إنتي ضحكتي على قلبي الولهان
ضحكتي على قلبك إنتي وبعتي حبك للنسيان


لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
آه، لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب
لا هنشغل بهواكي وأدوب ولا أقول مقدر ولا مكتوب"
1990,عمرو دياب,مجدى النجار,و نندم,"ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
والله أدي حال الدنيا، بتفرق في القلوب
والله
والله
ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
والله أدي حال الدنيا، بتفرق في القلوب
والله
والله


حبيتِك وعشت ليالي وأنا بحلم بأحلى ربيع
حبيتِك ماكانش في بالي الحب الحقيقي يضيع
حبيتِك وعشت ليالي وأنا بحلم بأحلى ربيع
حبيتِك ماكانش في بالي الحب الحقيقي يضيع
والله أدي حال الدنيا، بتفرق في القلوب
والله


ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
والله أدي حال الدنيا، بتفرق في القلوب
والله
والله


ومشيت الطريق للأخر يا حبيبتي لوحدي غريب
أتاريني وصلت الأخر والأخر مالهش نصيب
ومشيت الطريق للأخر يا حبيبتي وأنا غريب
أتاريني وصلت الأخر والأخر مالهش نصيب
والله أدي حال الدنيا، بتفرق القلوب
والله


ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
والله أدي حال الدنيا، بتفرق في القلوب
والله
والله
ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
والله أدي حال الدنيا، بتفرق في القلوب
والله
والله
ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
ونندم على العشرة الغالية ونرضى بالمكتوب
والله أدي حال الدنيا، بتفرق في القلوب
والله أدي حال الدنيا، بتفرق في القلوب
والله
والله"
1990,عمرو دياب,عادل عمر,مشغول,"لو الدهب غالي، بيكي الدهب مشغول
لف الهوى بالي، بالي صبح مشغول
لو الدهب غالي، بيكي الدهب مشغول
لف الهوى بالي، بالي صبح مشغول
لا قدرت أقول مالي وإن قلت والله ما أقول غير

[جسر]
ما لقيتش في جمالك حد ولا حد في جمالك كان
يا ضي في طريقي إتمد، الضي بعيونك بان
ما لقيتش في جمالك حد ولا حد في جمالك كان
يا ضي في طريقي إتمد، الضي بعيونك بان


لو الدهب غالي، بيكي الدهب مشغول
لف الهوى بالي، بالي صبح مشغول


لو القمر عالي والله القمر ما يطول
غنيتي موالي، قلبي إنشبك على طول
لو القمر عالي والله القمر ما يطول
غنيتي موالي، قلبي إنشبك على طول
قربك بيحلالي، خلي الشبك موصول
(ولا)

[جسر]
ما لقيتش في جمالك حد ولا حد في جمالك كان
يا ضي في طريقي إتمد، الضي بعيونك بان
ما لقيتش في جمالك حد ولا حد في جمالك كان
يا ضي في طريقي إتمد، الضي بعيونك بان

لو الدهب غالي، بيكي الدهب مشغول
لف الهوى بالي، بالي صبح مشغول


مهما يكون حالي صابر وبكرة هنول
يا نجمة بتلالي لالي وأنا اللي بقول
مهما يكون حالي صابر وبكرة هنول
يا نجمة بتلالي لالي وأنا اللي بقول
إزاي أكون خالي وأنا اللي بيك مشغول
(ولا)

[جسر]
ما لقيتش في جمالك حد ولا حد في جمالك كان
يا ضي في طريقي إتمد، الضي في عيونك بان
ما لقيتش في جمالك حد ولا حد في جمالك كان
يا ضي في طريقي إتمد، الضي في عيونك بان


لو الدهب غالي، بيكي الدهب مشغول
لف الهوى بالي، بالي صبح مشغول
لو الدهب غالي، بيكي الدهب مشغول
لف الهوى بالي، بالي صبح مشغول
لا قدرت أقول مالي وإن قلت والله ما أقول غير"
1990,عمرو دياب,مجدى النجار,راح اقولك ايه,"راح أقولك إيه ولا إيه ولا إيه
أهرب من إيه ولا إيه ولا إيه
راح أقولك إيه ولا إيه ولا إيه
أهرب من إيه ولا إيه ولا إيه
إيه


دي الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه
دي الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه


راح أقولك إيه ولا إيه ولا إيه
أهرب من إيه ولا إيه ولا إيه


حبيت أوصافك وجمالك
حبيت الحب اللي في بالك
حبيت أوصافك وجمالك
حبيت الحب اللي في بالك


الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه
الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه

راح أقولك إيه ولا إيه ولا إيه
أهرب من إيه ولا إيه ولا إيه


حبيت فيك صوتك وكلامك
حنية قلبك وسلامك
حبيت فيك صوتك وكلامك
حنية قلبك وسلامك


دي الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه
دي الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه


راح أقولك إيه ولا إيه ولا إيه
أهرب من إيه ولا إيه ولا إيه
راح أقولك إيه ولا إيه ولا إيه
أهرب من إيه ولا إيه ولا إيه


دي الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه
دي الجنة لقيتها في عيون حبيتها
حبيت رقتها، قولي قولي أعمل إيه



راح أقولك إيه ولا إيه ولا إيه
أهرب من إيه ولا إيه ولا إيه"
1990,عمرو دياب,مجدى النجار,الله يخليكي,"لا أنا قد عيونك تشغلني وتشاغل بالي
لا أنا قد عيونك تشغلني وتشاغل بالي
الله يخليكي إبعدني عني، خليني في حالي
الله يخليكي إبعدني عني، خليني في حالي
لا أنا قد عيونك تشغلني وتشاغل بالي
لا أنا قد عيونك تشغلني وتشاغل بالي
الله يخليكي إبعدني عني، خليني في حالي
الله يخليكي إبعدني عني، خليني في حالي


الله يخليكي أنا مش فاهم إزاي أنا وإنتي هنتفاهم
الله يخليكي أنا مش فاهم إزاي أنا وإنتي هنتفاهم
حبيتك يمكن أكون واهم مش عارف إيه اللي جرى لي
مش عارف إيه اللي جرى لي
الله يخليكي إبعدني عني، خليني في حالي


لا أنا قد عيونك تشغلني وتشاغل بالي
لا أنا قد عيونك تشغلني وتشاغل بالي
الله يخليكي إبعدني عني، خليني في حالي
الله يخليكي إبعدني عني، خليني في حالي


الله يخليكي أنا مش قدك، لا أنا قد لا شوكك ولا وردك
الله يخليكي أنا مش قدك، لا أنا قد لا شوكك ولا وردك
الله يخليكي أنا في عرضك، تسيبيني لوحدي أعيش تاني
تسيبيني لوحدي أعيش تاني
الله يخليكي إبعدني عني، خليني في حالي

لا أنا قد عيونك تشغلني وتشاغل بالي
لا أنا قد عيونك تشغلني وتشاغل بالي
الله يخليكي إبعدني عني خليني في حالي
الله يخليكي إبعدني عني خليني في حالي


الله يخليكي إبعدني عني، خليني في حالي
الله يخليكي إبعدني عني، خليني في حالي
الله يخليكي إبعدني عني، خليني في حالي
الله يخليكي إبعدني عني، خليني في حالي"
1990,عمرو دياب,مجدى النجار,اجمل ما فيكي,"أجمل ما فيكي عينيكي تسحر قلوب ملايين
كل القلوب حواليكي وإنتي بتحبي مين
وإنتي بتحبي مين
أجمل ما فيكي عينيكي تسحر قلوب ملايين
كل القلوب حواليكي وإنتي بتحبي مين
وإنتي بتحبي مين


أجمل ما فيكي نداني، ما أعرفش فين وداني
أجمل ما فيكي نداني، ما أعرفش فين وداني
صورتك هنا في وجداني، ساكنة عيني من سنين
ساكنة عيني من سنين


أجمل ما فيكي عينيكي تسحر قلوب ملايين
كل القلوب حواليكي وإنتي بتحبي مين
وإنتي بتحبي مين


قلبي وسهر لياليكي، عاشق متيم بيكي
قلبي وسهر لياليكي، عاشق متيم بيكي
عاشق أسير لعينيكي عاشق من نظرتين
عاشق من نظرتين


أجمل ما فيكي عينيكي تسحر قلوب ملايين
كل القلوب حواليكي وإنتي بتحبي مين
وإنتي بتحبي مين

أجمل ما فيكي عينيكي تسحر قلوب ملايين
كل القلوب حواليكي وإنتي بتحبي مين
وإنتي بتحبي مين
أجمل ما فيكي عينيكي تسحر قلوب ملايين
كل القلوب حواليكي وإنتي بتحبي مين
وإنتي بتحبي مين


أجمل ما فيكي عينيكي تسحر قلوب ملايين
كل القلوب حواليكي وإنتي بتحبي مين
وإنتي بتحبي مين"
