Song,Lyrics,emotion_label,emotion_explanation
المعنويات مرتفعة,"['المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'هيش', 'نافعه', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'يعرفوش', 'قلبتي', 'انا', 'وع', 'ندي', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'وهرد', 'الصفعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'كلامي', 'ويا', 'يكلمني', 'وسعادتي', 'ويا', 'يطمني', 'انا', 'صابر', 'وملصمني', 'ناقصني', 'زقه', 'ودفعه', 'البال', 'خلاص', 'لايق', 'ومكبر', 'يضايقني', 'بسيبه', 'اعبر', 'انا', 'ومزاجي', 'اكبر', 'حظي', 'هاخد', 'دفعه', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'يعرفوش', 'قلبتي', 'انا', 'وع', 'ندي', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'وهرد', 'الصفعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'هيش', 'نافعه']",Mixed,"**Resilience/Hope with a touch of defiance:**

The lyrics express a determination to stay positive (""المعنويات مرتفعه"" - morale is high) despite difficulties. There's a sense of waking up and fighting back (""فقت وهرد الصفعه"" - I woke up and will return the slap), indicating resilience and defiance against hardship. While remembering the past (""عيشه زمان"" - a life of the past), the singer expresses a hope for a better future (""حظي هاخد دفعه"" - my luck will get a push)."
يا قمر,"['قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'اربعه', 'انا', 'احب', 'اربع', 'مرات', 'ويا', 'نجمه', 'خمسه', 'هديكوا', 'نجمات', 'ويا', 'ستي', 'سته', 'انا', 'اموت', 'انا', 'الستات', 'انتي', 'مافيش', 'واحده', 'ومالكيش', 'اخوات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'اربعه', 'انا', 'احب', 'اربع', 'مرات', 'ويا', 'نجمه', 'خمسه', 'هديكوا', 'نجمات', 'ويا', 'ستي', 'سته', 'انا', 'اموت', 'انا', 'الستات', 'سبعه', 'هيبقوا', 'عجايب', 'الدنيا', 'شكل', 'بنات', 'انتي', 'مافيش', 'واحده', 'ومالكيش', 'اخوات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'اربعه', 'انا', 'احب', 'اربع', 'مرات', 'ويا', 'نجمه', 'خمسه', 'هديكوا', 'نجمات', 'ويا', 'ستي', 'سته', 'انا', 'اموت', 'انا', 'الستات', 'انتي', 'مافيش', 'واحده', 'ومالكيش', 'اخوات', 'تمانيه', 'انا', 'هبقي', 'بتمن', 'قلوب', 'تسعه', 'انا', 'هسعي', 'وعارف', 'المره', 'التاسعه', 'هدوب', 'عشره', 'ابصم', 'بالعشره', 'ان', 'مافيش', 'العشره', 'عيوب', 'عشره', 'ابصم', 'بالعشره', 'ان', 'مافيش', 'العشره', 'عيوب', 'ممنوع', 'تتقارني', 'الممنوع', 'مرغوب', 'انتي', 'مافيش', 'واحده', 'والباقي', 'محسوب', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'حداشر', 'شغلوا', 'الميه', 'واتناشر', 'دسته', 'بكذا', 'طعم', 'لون', 'اكتر', 'هبقي', 'اسعد', 'الكون', 'اكتر', 'هبقي', 'اسعد', 'الكون', 'نص', 'الكون', 'انتي', 'النص', 'التاني', 'انا', 'اكون', 'انتي', 'مافيش', 'واحده', 'والباقي', 'مضمون', 'انتي', 'نسخه', 'واحده', 'اي', 'واحده', 'حبيبتي', 'انتي', 'فرصه', 'بتجي', 'العمر', 'مره', 'واحده', 'انتي', 'نسخه', 'واحده', 'اي', 'واحده', 'حبيبتي', 'انتي', 'فرصه', 'بتجي', 'العمر', 'مره', 'واحده']",Love,"**Love/Fun:** The lyrics express a playful and exaggerated adoration. The repetition of numbers and comparisons to beautiful things (moons, stars, the pyramids, wonders of the world) creates a sense of lightheartedness and infatuation. There's also a strong element of admiration and appreciation for the beloved, declaring her unique and irreplaceable."
حبيبي,"['حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'صدقت', 'عيوني', 'حسيت', 'بحناني', 'عينيك', 'عشقوني', 'كنتش', 'تنساني', 'صدقت', 'عيوني', 'حسيت', 'بحناني', 'عينيك', 'عشقوني', 'كنتش', 'تنساني', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكان', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكان', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حسيت', 'بحنيني', 'وعذابي', 'اشواقي', 'اكيد', 'هتجيني', 'كرهت', 'فراقي', 'حسيت', 'بحنيني', 'وعذابي', 'اشواقي', 'اكيد', 'هتجيني', 'كرهت', 'فراقي', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكان', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكانحبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهويحبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهويحبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي']",Love,"**Love:** The lyrics express a deep affection and desire to be with the beloved. Phrases like ""Habibi"" (my love), ""Malik Qalbi bil hawa"" (You own my heart with passion), and ""Khudni maak"" (Take me with you) clearly indicate a strong romantic feeling. The lyrics also describe the speaker's longing and how the beloved's eyes made her believe and feel affection."
ورماني الشوق,"['خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'انا', 'همس', 'شفايفك', 'بعادك', 'عايش', 'وازاي', 'القلب', 'هينسي', 'وانت', 'مليت', 'لياليه', 'انا', 'همس', 'شفايفك', 'بعادك', 'عايش', 'وازاي', 'القلب', 'هينسي', 'وانت', 'مليت', 'لياليه', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'علي', 'طول', 'ولاخر', 'عمري', 'انا', 'هفضل', 'عايش', 'ليك', 'نجمه', 'تنور', 'سهري', 'اجمل', 'ضي', 'عينيك', 'علي', 'طول', 'ولاخر', 'عمري', 'انا', 'هفضل', 'عايش', 'ليك', 'نجمه', 'تنور', 'سهري', 'اجمل', 'ضي', 'عينيك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيت']",Love,"**Love and longing:** The lyrics express deep love and adoration for someone (""I loved only you""), mixed with longing and a constant calling out to the beloved (""Shouq threw me, my darling, my love, I called you""). The lyrics also convey a sense of being consumed by this love, to the point of forgetting the rest of the world."
إيه بس اللي رماك,"['يه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'قولنا', 'خلاص', 'الاشواق', 'ارتاحنا', 'جانا', 'وسط', 'الناس', 'رمش', 'عنيها', 'جرحنا', 'قولنا', 'خلاص', 'الاشواق', 'ارتاحنا', 'جانا', 'وسط', 'الناس', 'رمش', 'عنيها', 'جرحنا', 'فجاه', 'لقيتك', 'عاشق', 'عاشق', 'طب', 'وانا', 'ايه', 'ذنبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ياما', 'ايام', 'وسنين', 'عدت', 'حبينا', 'نصبح', 'عاشقين', 'وتسهر', 'ليالينا', 'ياما', 'ايام', 'وسنين', 'عدت', 'حبينا', 'نصبح', 'عاشقين', 'وتسهر', 'ليالينا', 'ترجع', 'اللهفه', 'والاشواق', 'تلعب', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه']",Love,"**Frustration/Confusion:** The lyrics express confusion and frustration about someone falling in love (""Rimak ta'shaq qalbi"" - ""What made you fall in love with my heart?""). The singer questions ""A'mel eh wayyak?"" - ""What can I do with you?"", highlighting the struggle to understand and deal with the situation. The mention of past hurt (""Rimsh 'eniha garahna"" - ""Her eyelashes wounded us"") adds a layer of past emotional baggage, potentially fueling the frustration."
إلا معاك,"['حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'اول', 'احساس', 'حبيبي', 'حبيتك', 'وعرفت', 'نصيبي', 'اول', 'احساس', 'حبيبي', 'حبيتك', 'وعرفت', 'نصيبي', 'وعشقت', 'الحب', 'نداني', 'وعشقت', 'الشوق', 'نداك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'بحلم', 'وانت', 'مسافر', 'دايما', 'جوايا', 'بحلم', 'وانت', 'مسافر', 'دايما', 'جوايا', 'هقدر', 'ابعد', 'انا', 'هبعد', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك']",Love,"**Love**

The lyrics express strong feelings of love and attachment. Words like ""حبيبي"" (my love), ""حبيتك"" (I loved you), ""عشقت"" (I adored), and ""اعيش الا معاك"" (I only live with you) clearly indicate a dominant emotion of love and strong affection. While there might be a hint of longing or yearning (especially with ""بحلم وانت مسافر"" - I dream while you are traveling), the overall feeling is one of love."
ناوي تعاتب,"['ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'ايه', 'الهوا', 'ريحني', 'انا', 'سهران', 'لياليك', 'وانت', 'بتجرحني', 'ايه', 'الهوا', 'ريحني', 'انا', 'سهران', 'لياليك', 'وانت', 'بتجرحني', 'حتي', 'عز', 'خصامنا', 'بهديك', 'احلي', 'سلام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'انا', 'بديلك', 'عمري', 'خدت', 'حبك', 'ايه', 'جايز', 'يخلص', 'صبري', 'ترجع', 'تبكي', 'وانا', 'بديلك', 'عمري', 'خدت', 'حبك', 'ايه', 'جايز', 'يخلص', 'صبري', 'ترجع', 'تبكي', 'وانا', 'بديلك', 'عمري', 'خدت', 'حبك', 'ايه', 'جايز', 'يخلص', 'صبري', 'ترجع', 'تبكي', 'هيكون', 'جوا', 'عيونه', 'تنام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'كلام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'كلام']",Sadness,"**Sadness/Hurt with a hint of Resignation:** The lyrics express the pain of being hurt by a lover (""you're hurting me,"" ""maybe my patience will run out, you'll come back crying"") while simultaneously displaying a willingness to reconcile (""If you intend to blame, blame"", ""Even in our dispute, I give you the best greetings""). The overall feeling is one of sadness and hurt from the relationship, coupled with a resigned acceptance or willingness to endure it."
إخترتك,"['اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واخترتك', 'البدايه', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'واخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واخترتك', 'البدايه', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'طمنينا', 'واوعدينا', 'تبعدينا', 'ماضينا', 'طمنينا', 'واوعدينا', 'تبعدينا', 'ماضينا', 'هتقربي', 'وهتبعدي', 'وتعاندي', 'ضاع', 'محسوب', 'ليالي', 'ليالي', 'واخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واخترتك', 'البدايه', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'واخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واتغربنا', 'كفايه', 'انتي', 'وهنبتدي', 'الحكايه']",Nostalgia,"**Nostalgia with Hope:** The lyrics speak of a past shared with someone (""I and you""), filled with longing (""wa ashataqna"" - we longed), distance (""wa taghrabna"" - we were estranged), and hurt (""wa injarahna"" - we were hurt). However, there's a sense of choosing a new beginning (""ikhtertuk al bidaya"" - I chose you, the beginning) and starting a story (""wa hanabtidi al hikaya"" - and we will begin the story), implying hope for the future despite the past hardships."
أنا عاشق,"['انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'انا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'بلف', 'بلاد', 'وراها', 'بلاد', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'وانا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'بلف', 'بلاد', 'وراها', 'بلاد', 'ابات', 'مغلوب', 'انا', 'عاشق', 'ماليش', 'وقلبي', 'في', 'الهوا', 'طيرك', 'انا', 'عاشق', 'ماليش', 'وقلبي', 'في', 'الهوا', 'طيرك', 'بلف', 'الكون', 'ابات', 'مغلوب', 'انا', 'عاشق', 'ماليش', 'وقلبي', 'في', 'الهوا', 'طيرك', 'بلف', 'الكون', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'انا', 'حبيت', 'وياما', 'هويت', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'انا', 'حبيت', 'وياما', 'هويت', 'ابات', 'مغلوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب']",Love,"**Love:** The lyrics are filled with declarations of love (""ana asheq"" - I am a lover/in love) and descriptions of being infatuated (""daayeb doub"" - melting completely). While there are mentions of being ""defeated"" (""abat maghloub""), this seems to be within the context of a lover's longing and isn't the dominant emotion. The repeated references to ""black eyes"" and inviting someone to ""taste love slowly"" further reinforce the theme of love."
مستغرب ليه,"['مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'قت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'قت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'دلوقتي', 'عرفت', 'ازاي', 'تشتاق', 'وتقولي', 'تعبت', 'الاشواق', 'دلوقتي', 'عرفت', 'ازاي', 'تشتاق', 'وتقولي', 'تعبت', 'الاشواق', 'فين', 'الحب', 'زمان', 'هتقول', 'حب', 'هقول', 'فراق', 'هتقول', 'حب', 'هقول', 'فراق', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'قت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'دلوقتي', 'خلاص', 'قلبي', 'هواك', 'اتعلم', 'ينساك', 'دلوقتي', 'خلاص', 'قلبي', 'هواك', 'اتعلم', 'ينساك', 'هقدر', 'ارجع', 'زمان', 'غلطان', 'فاكرني', 'ملاك', 'غلطان', 'فاكرني', 'ملاك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'مستغرب', 'مستغرب', 'مستغرب', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك']",Love,"**Resignation/Acceptance with a Hint of Bitterness:** The lyrics express a sense of leaving a relationship (""I'm surprised I'm leaving you now, now you know I'm your beloved""). While there's acknowledgment of past pain (""I have tasted sorrows"") and the idea of fate (""You say it's your destiny and lot""), the speaker has now learned to forget and is able to move on. The ""now"" contrasting with the ""then"" creates a subtle feeling of bitterness at the late realization of the other person's feelings. The constant repetition of ""I'm surprised I'm leaving you now"" emphasizes the finality and acceptance of the separation."
